asin,content,date,rate,reviewer,title
B01NADV5AY, 'As advertised..I like it a lot..Ed' ,"Reviewed in Canada on October 9, 2019",4,Ed Robinson, 'It works..!' 
B01NADV5AY, 'These things are great we have one larger plug in one and the smaller battery powered one.' ,"Reviewed in Canada on February 29, 2020",5,Colin, 'Good buy' 
B01NADV5AY," 'Item perfect for camping, power outages and as a bedroom light.' ","Reviewed in Canada on January 22, 2020",4,Richard Stevens, 'Nice item' 
B01NADV5AY, 'Battery doesn t last long as described.' ,"Reviewed in Canada on February 26, 2020",1,Simon George, 'Wouldn t recommend' 
B01NADV5AY, ' a fonctionne tr s bien' ,"Reviewed in Canada on January 27, 2020",5,Martin Benoit, 'Super' 
B01NADV5AY," 'I like this light. It works well for light beside the bed and is easy to turn on and off. The one thing I find a bit odd is the way it changes colours. If I pick it up, because my fingers have been on the sensor for 3 seconds, it starts to change colour and requires me to turn it off and then back on to get rid of the colours. Overall a good purchase.' ","Reviewed in Canada on December 10, 2019",4,Amazon Customer, 'Works well but a bit odd the way it changes colours' 
B01NADV5AY," ' I love this rechargeable table lamp, it was so convenient and do not need to worry about my kid to play the cable or the outlet. Very safe especially you have little kids at home. Great quality, I could just charge and put the cable away, it last pretty long time when fully charged (I only charged once and it last over a week, very impressed) As you might seen in the video, it also has three levels of brightness and you could simply control it by touching you lamp. Colour changing is the other advantage of this table lamp. More important, it does not require a lot of space on my table and the lowest setting is very subtle. Highly recommended!' ","Reviewed in Canada on November 7, 2019",5,Lisa, 'Very safe and comfortable table lamp' 
B00CM5TWH8, 'Great Value for the price' ,"Reviewed in Canada on July 18, 2017",5,Amazon Customer, 'Five Stars' 
B00CM5TWH8, 'Purchased 2 of these nice looking but one of the shades were damaged' ,"Reviewed in Canada on December 12, 2019",3,Darryll, 'Damaged shade' 
B00CM5TWH8, 'Product was too small for side tables.' ,"Reviewed in Canada on November 2, 2019",3,Linda Lutz, 'Lamps are smaller than I thought they would be.' 
B00CM5TWH8, 'Looks stylish in our bedroom!' ,"Reviewed in Canada on October 2, 2019",5,Carianne, 'Perfect lamps!' 
B01BWFG0AA," 'bI liked it ,it's easly,but very quality.The light is nice.The using very simple/ ","Reviewed in Canada on August 30, 2019",5,Lidia Usvyatsov, 'The quality!' 
B01BWFG0AA, 'VERY PLEASED. GOOD LOOKING TOO!' ,"Reviewed in Canada on May 19, 2018",5,GF Richmond Hill, 'Five Stars' 
B01BWFG0AA, 'Elles sont vraiment belles je suis tr s satisfaite merci' ,"Reviewed in Canada on February 24, 2018",5,Diane! LEcuyer, 'Five Stars' 
B01BWFG0AA," 'bThe colour for these ended up being quite a bit lighter than the photo shows, but they're still nice lamps. ","Reviewed in Canada on August 29, 2017",4,Mike Mattless, 'bbut they're still nice lamps. 
B01BWFG0AA, 'good' ,"Reviewed in Canada on November 29, 2018",4,Lhomme, 'good' 
B01BWFG0AA, 'It is very nice and cozy lamp.' ,"Reviewed in Canada on August 23, 2018",5,PrivateStoner, 'Minimalist Lamp' 
B01BWFG0AA, 'Bonne qualit ' ,"Reviewed in Canada on November 5, 2019",5,St phane Carelli, 'Bon rapport qualit / prix' 
B07TXB61P3," 'bThis is an awesome lamp for the price. I use it for miniature painting and its flexible and long enough that I can place right between my eyes and what I'm painting to have a perfect lightning. The only thing that could make this lamp better (for the price) is to have a second one to cover all angles, which I just ordered. The head does not rotate. ","Reviewed in Canada on September 17, 2018",5,hetile, 'Hard to beat' 
B07TXB61P3," 'Other than not being bright enough , unit works well and seems like a good quality.' ","Reviewed in Canada on June 15, 2019",3,LUC, 'Needs More Brightness' 
B07TXB61P3," 'bThe light was great, but suddenly stopped working. I've only had it for few months. Unfortunately it's past the time to return. I would not buy another of these. ","Reviewed in Canada on March 5, 2020",1,Neil H., 'Stopped Working' 
B07TXB61P3, 'bGot this a few days ago and it has completely stopped working. It started chaning the light mode itself in the last few days and now just shuts down after a few mins. Can the owner/company pls get in touch with me? I would like to return it but don't have the packaging anymore. ,"Reviewed in Canada on February 9, 2019",1,Amazon Customer, 'stopped working after couple of days' 
B07TXB61P3, 'bacheter lampe pour utilisationsur table de chevet fonctionne bien mais mal concue car il faut taper plusieur fois pour teindre et elles sont tr s fragiles aux empruntes et ainsi qu 'au gratignures . One of the lamp stop working 11 -05-19 ,"Reviewed in Canada on December 19, 2018",1,JLPIN, 'lampe trop l g rte et pas durable' 
B07TXB61P3," 'bI like this lamp. It's plenty bright on the middle setting when I need it for soldering or reading fine text.bIt would be better if it remembered the brightness setting so that a single tap turns it on or off, but having to tap twice to get my setting isn't much of a problem.bThe only thing I'm not fond of is the power hookup... It uses a USB charger and USB cord. It would be a lot better if they provided a proper wall wart type supply with the lamp and perhaps offered a USB cable as an option. ","Reviewed in Canada on January 20, 2019",4,Douglas Blake, 'Good desktop worklight' 
B07TXB61P3, 'This desk lamp is looking and working great. I m using it daily and enjoy the different lighting levels and the touch function so I m satisfied with it and I believe it is worth the money.'One suggestion I m having to the manufacturer if it can be having an adjusting option to be more higher this would make it perfect especially if it is lighting a computer monitor for example so that I don t need to put it on top of some books to be on the same height as the computer monitor. This could be achieved by adding an additional 15cm height' ,"Reviewed in Canada on December 17, 2018",4,Amazon Customer, 'Good Product worth the money' 
B07MMFJQWN," 'The design is sleek. The on button works immediately. It is lightweight but feels fairly sturdy. I think it looks pretty good, and seems fairly priced. I wanted a bit bigger/taller lamp (my fault I presumed by the pictures and should have taken measurements), and the light itself if blue-white, not a softer warm yellow. Again my fault, I had seen so many advertised with warm light I assumed it had become standard. So, I wish I had spent an additional $20 to get a lamp with warmer light. But, this will do the job too. The three brightness settings are useful.' ","Reviewed in Canada on November 25, 2019",4,Jeffrey Derman," 'Decent, basic light. But not soft or warm lumens.' "
B07MMFJQWN," 'bNice light, compact and bright. Basically there are 2 rows of bright white LEDs and 1 row of warm white LEDs. You can have 2 bright white, 1 warm white, or 2 bright + 1 warm at the same time. Manual is non existent, had to go online to figure out how to control it (quick press to change brightness, long press to change color). But when it's unplugged or there is a power failure it forgets what it was set to. Minor annoyance but I would have liked to have plugged it into a smart outlet for overall control. ","Reviewed in Canada on October 19, 2019",4,Rick, 'wish it would remember its settings' 
B07MMFJQWN," 'I did not receive the 5 watt power adapter, that is stated in the package contents, with this lamp. I would not recommend purchasing this product as the quality is lacking, as evidenced by the missing main part.'Package contents:'1 42 LED Desk Lamp'1 USB-DC Cable'1 5W Adapter --- MISSING!'1 User Manual' ","Reviewed in Canada on June 26, 2019",1,ed, 'Missing Power Adapter' 
B07MMFJQWN, 'So cute!' ,"Reviewed in Canada on May 26, 2018",5,Suzie, 'Five Stars' 
B07MMFJQWN, 'Very small.'I returned it.' ,"Reviewed in Canada on December 18, 2019",3,Colleen Q, 'Small' 
B07MMFJQWN, 'Somehow I missed that the lamp was miniature also the candelabra bulb has proven difficult to find' ,"Reviewed in Canada on November 16, 2019",3,Amazon Customer, 'Very small with an odd bul 
B07MMFJQWN, 'This is a lovely item that added the pop of colour I was seeking.' ,"Reviewed in Canada on August 13, 2016",4,Laurie Rushworth, 'Four Stars' 
B07MMFJQWN, 'Ok.' ,"Reviewed in Canada on March 22, 2019",3,Cath, 'Petit et joli sans plus' 
B07MMFJQWN," 'It is simple, but creates an antique decor.' ","Reviewed in Canada on May 8, 2019",3,Amazon Customer, 'As advertised' 
B07MMFJQWN, 'Tel qu attendu!' ,"Reviewed in Canada on January 13, 2020",5,Fiksen, 'Parfait.' 
B07MMFJQWN, 'Conform to the description' ,"Reviewed in Canada on October 26, 2019",5,bM&M's, 'Good' 
B07MMFJQWN, 'bDe superbe qualit ! J'adore ,"Reviewed in Canada on December 29, 2018",5,Karine Plante-Durand, 'Wow' 
B07MMFJQWN, 'Its slim size is perfect for my small desk and the brightness is good enough for my computer work. It also works as a portable lamp. A very handy tool.' ,"Reviewed in Canada on November 4, 2019",5,Amazon Customer, 'Good and smart looking product' 
B07MMFJQWN," 'I WANTED BIGGER,TO SMALL' ","Reviewed in Canada on March 9, 2016",1,Amazon Customer, 'One Star' 
B07MMFJQWN, 'Too small' ,"Reviewed in Canada on July 25, 2019",3,Pauline Lanoix, 'Too small' 
B07MMFJQWN, 'Very tiny ....' ,"Reviewed in Canada on May 25, 2017",3,Amazon Customer, 'Three Stars' 
B07MMFJQWN, 'petite grafigne.' ,"Reviewed in Canada on September 16, 2016",1,jojo, 'One Star' 
B07MMFJQWN, 'good' ,"Reviewed in Canada on January 8, 2020",5,Bruda1, 'good' 
B07MMFJQWN," 'I love the look of the light which is why I decided to purchase over similar lights. Now that it is here love , does not slide and is very responsive.' ","Reviewed in Canada on July 6, 2019",5,Celine Lagace, 'Could not be happier' 
B07MMFJQWN, 'Great little table lamp' ,"Reviewed in Canada on May 8, 2019",5,Janine, 'Good lamp' 
B07MMFJQWN, 'bHigh quality lamp. Heavy weight and doesn't feel cheap. Very vintage looking! ,"Reviewed in Canada on November 5, 2019",5,saul, 'Beautiful' 
B07MMFJQWN, 'bI bought this product for my son. He likes to read books in bed. He likes it very much. The lamp is very convenient. He can put it anywhere and sometimes it's like a flashlight.  ,"Reviewed in Canada on April 9, 2018",5,hua, 'bHe can put it anywhere and sometimes it's like a flashlight 
B07MMFJQWN," 'Teeny tiny lamp, it would be good for an elementary student.' ","Reviewed in Canada on January 29, 2020",3,Debbie Williams," 'Teeny tiny little lamp, good if you re five years old.' "
B07MMFJQWN, 'i like how you can adjust the brightness and how it has a clock/alarm on it when im studying. also doubles as good selfie lighting ;)' ,"Reviewed in Canada on July 26, 2019",5,Jordynn, 'replaced my old desk lamp!' 
B07MMFJQWN, 'Awesome! Great quality for the money' ,"Reviewed in Canada on May 22, 2018",5,Amazon Customer, 'Five Stars' 
B07MMFJQWN, 'Ordered by mistake' ,"Reviewed in Canada on May 7, 2019",3,Amazon Customer, 'Works' 
B07MMFJQWN, 'My son use it in his room to study. He loves it now my husband wants one too. U m going to buy another one. Very good quality for the price. Thanks' ,"Reviewed in Canada on June 11, 2019",5,Noureen," 'Takes less space, light weight, and works with USB, amzaing' "
B07MMFJQWN," 'J aime sa petite taille, la lampe est efficace, son seul d faut c est l horloge car on ne voit pas bien l heure.' ","Reviewed in Canada on August 16, 2019",4,Ginette Lambert, 'En g n ral c est OK' 
B07MMFJQWN, 'the charger tip is not trustable and sometimes you need to keep pushing and spinning in the port until it gets connected.' The lamp is too light but it gives good light compared to its small size.' ,"Reviewed in Canada on December 20, 2019",3,Danial Mk, 'Charger and the lamp weight' 
B07MMFJQWN, 'Love these for bedside lamps' ,"Reviewed in Canada on December 18, 2018",5,Melanie Bingham, 'Touch lamps handy dandy' 
B07MMFJQWN, 'Look good' ,"Reviewed in Canada on November 7, 2018",5,Edward Melia, 'Nice for side of bed' 
B07MMFJQWN, 'Lighting Style not to our liking once seen in person returned' ,"Reviewed in Canada on June 8, 2017",1,Mrs. Jody Overs, 'One Star' 
B07MMFJQWN," 'Love it. Cute, fits well on my bedside table, lots of light to get ready without waking my husband.' ","Reviewed in Canada on February 16, 2020",5,Ashley Harper, 'Noiiiice' 
B07MMFJQWN," 'i LOVE THIS LAMP, USE IT DAILY AND WORK GREAT.' ","Reviewed in Canada on May 1, 2019",5,Scott P., 'Wonderful product' 
B07MMFJQWN, 'The brightness dims even for less than 30 minutes. Its not as bright as they described.' ,"Reviewed in Canada on November 19, 2019",1,Amazon Customer, 'Not worth the price' 
B07MMFJQWN, 'Quick delivery. Easy to move around. Not very bright.' ,"Reviewed in Canada on December 25, 2019",5,Amazon Customer, 'A good product' 
B07MMFJQWN, 'These side lamps were a great addition to our bedroom. They are small but give off great light and look beautiful in our space' ,"Reviewed in Canada on February 22, 2019",5,Brad McDavid, 'Great bedside lamps' 
B07MMFJQWN, 'Cute little lamps but one was broken..' ,"Reviewed in Canada on December 25, 2018",3,Amazon Customer, 'Nice but broken' 
B07MMFJQWN," 'Sadly, I had to return them as I misunderstood the bulb size necessary. Wish I could have kept and used them.' ","Reviewed in Canada on February 8, 2018",5,Daniel, 'Tiny and cute lamps - Careful with bulb size' 
